participant number,block,trial,item nr,value on left,probability on left,value on right,probability on right,chosen,RT,confidence,confidence RT
230,3,24,78,3,90,1,75,1,1943,87.5,995
230,3,25,79,9,25,7,40,1,4488,70,2010
230,3,26,80,1,75,9,25,1,3482,81.25,1496
230,3,27,81,7,40,4,10,1,1147,85,1004
230,4,1,82,1,40,4,10,1,1236,68.75,1786
230,4,2,83,1,75,7,40,2,2521,76.25,2923
230,4,3,84,9,25,7,10,1,1024,70,1799
230,4,4,85,1,75,6,25,1,2790,72.5,1117
230,4,5,86,9,60,4,75,1,1246,73.75,1423
230,4,6,87,9,25,4,75,2,3301,75,910
230,4,7,88,9,60,7,10,1,1151,88.75,1002
230,4,8,89,1,40,6,90,2,1162,100,2076
230,4,9,90,7,40,6,90,2,775,90,2548
230,4,10,91,7,40,3,90,2,3744,73.75,1016
230,4,11,92,4,10,3,90,2,836,76.25,967
230,4,12,93,1,75,6,90,2,1436,100,1451
230,4,13,94,6,90,7,10,1,1080,82.5,1022
230,4,14,95,1,40,3,60,2,1350,80,985
230,4,15,96,4,75,9,60,2,2338,76.25,4846
230,4,16,97,6,90,9,60,1,3015,75,1295
230,4,17,98,4,75,9,25,1,1403,78.75,1785
230,4,18,99,7,10,3,90,2,2418,73.75,1221
230,4,19,100,9,60,6,90,1,2463,70,1812
230,4,20,101,6,25,3,90,2,2615,77.5,991
230,4,21,102,9,25,1,75,1,4277,72.5,985
230,4,22,103,6,25,7,40,2,1364,75,941
230,4,23,104,6,25,9,60,2,1311,90,1376
230,4,24,105,6,25,7,10,1,2572,72.5,1554
230,4,25,106,3,90,7,40,1,3729,68.75,2250
230,4,26,107,4,10,6,25,2,1746,91.25,1043
230,4,27,108,1,40,9,25,2,1528,75,1124
231,1,1,1,3,90,4,10,2,2726,87.5,2327
231,1,2,2,3,60,4,75,2,1564,100,2092
231,1,3,3,4,10,9,25,2,1518,100,1803
231,1,4,4,1,40,4,10,2,1969,23.75,1771
231,1,5,5,6,25,4,75,2,2431,50,173
231,1,6,6,3,60,1,40,1,1533,87.5,1334
231,1,7,7,6,25,7,40,2,1891,92.5,1564
231,1,8,8,3,60,6,90,2,1631,50,287
231,1,9,9,9,60,1,75,1,1149,100,1488
231,1,10,10,7,40,3,60,1,1650,85,1202
231,1,11,11,6,90,3,60,1,1551,87.5,1269
231,1,12,12,6,90,4,75,1,1918,97.5,1254
231,1,13,13,3,90,6,25,1,1910,91.25,1327
231,1,14,14,7,10,3,60,2,1082,85,1471
231,1,15,15,6,90,1,40,1,1339,85,1179
231,1,16,16,1,40,7,10,2,2913,85,1228
231,1,17,17,3,60,4,10,1,1440,100,1616
231,1,18,18,3,90,7,40,1,1890,26.25,1531
231,1,19,19,9,60,6,90,2,3281,73.75,1179
231,1,20,20,3,60,7,40,1,2023,18.75,1081
231,1,21,21,6,90,7,10,1,1370,50,0
231,1,22,22,7,40,4,10,1,1632,75,1140
231,1,23,23,1,75,7,10,2,3071,71.25,1287
231,1,24,24,4,10,6,90,2,1148,100,1823
231,1,25,25,4,75,6,25,2,1828,0,1862
231,1,26,26,4,10,9,60,2,1774,100,1465
231,1,27,27,6,25,1,40,1,1738,83.75,1149
231,2,1,28,4,10,1,75,1,3291,31.25,1040
231,2,2,29,7,40,6,25,1,3178,86.25,1480
231,2,3,30,1,40,6,90,2,1475,100,1546
231,2,4,31,7,10,9,25,2,1601,100,2256
231,2,5,32,9,60,7,10,1,1875,100,1430
231,2,6,33,7,10,4,75,1,3053,50,838
231,2,7,34,1,40,9,25,2,1910,81.25,1178
231,2,8,35,9,60,3,90,2,3698,7.5,1881
231,2,9,36,1,40,3,60,2,1889,73.75,1216
231,2,10,37,1,40,4,75,2,1572,100,1500
231,2,11,38,1,75,6,90,2,1167,100,1552
231,2,12,39,4,75,9,60,2,1994,81.25,1462
231,2,13,40,4,75,7,40,2,2926,86.25,1115
231,2,14,41,3,90,7,10,2,2520,92.5,1856
231,2,15,42,6,25,9,60,2,1963,87.5,1224
231,2,16,43,9,25,6,90,2,2165,97.5,1293
231,2,17,44,4,10,3,60,1,3181,33.75,1276
231,2,18,45,7,10,3,90,1,1622,78.75,662
231,2,19,46,7,10,6,90,2,2188,100,1319
231,2,20,47,6,90,4,10,1,1564,98.75,1372
231,2,21,48,9,25,4,75,1,1574,32.5,1195
231,2,22,49,3,90,9,60,2,1488,75,1015
231,2,23,50,9,60,4,10,1,1437,100,1317
231,2,24,51,7,10,1,40,1,1117,91.25,1587
231,2,25,52,9,25,1,40,1,1345,81.25,1157
231,2,26,53,6,25,1,75,1,1837,32.5,1149
231,2,27,54,7,10,9,60,2,1444,86.25,992
231,3,1,55,9,60,1,40,1,1812,86.25,1252
231,3,2,56,4,10,6,25,2,1423,88.75,1264
231,3,3,57,6,90,9,25,1,1651,83.75,1253
231,3,4,58,4,75,1,40,1,1470,90,1250
231,3,5,59,3,90,1,40,1,1992,97.5,1865
231,3,6,60,1,40,3,90,2,1714,100,1572
231,3,7,61,7,10,1,75,1,2590,50,548
231,3,8,62,7,40,1,75,1,1942,72.5,945
231,3,9,63,9,25,3,90,1,2779,50,0
231,3,10,64,1,75,6,25,2,1098,46.25,2631
231,3,11,65,7,40,3,90,1,2562,76.25,1345
231,3,12,66,4,75,3,60,1,1819,93.75,1269
231,3,13,67,1,75,3,60,2,1150,66.25,1989
231,3,14,68,7,40,6,90,2,1238,92.5,1197
231,3,15,69,1,75,9,60,1,1118,80,1051
231,3,16,70,1,40,6,25,2,1041,33.75,1128
231,3,17,71,6,90,7,40,1,1298,100,1238
231,3,18,72,1,75,7,40,2,1509,90,1460
231,3,19,73,4,75,9,25,1,1070,50,0
231,3,20,74,6,25,7,10,1,1619,90,1163
231,3,21,75,1,75,3,90,2,1174,75,1761
231,3,22,76,3,60,1,75,1,1628,72.5,1211
231,3,23,77,7,40,9,25,2,1055,67.5,1214
231,3,24,78,4,75,3,90,2,2453,92.5,1303
231,3,25,79,6,90,9,60,1,4476,75,1470
231,3,26,80,9,25,4,10,1,2405,95,1168
231,3,27,81,6,25,4,10,1,2963,100,1429
231,4,1,82,4,10,7,40,2,1763,88.75,1202
231,4,2,83,3,90,9,25,2,1969,50,450
231,4,3,84,3,90,1,75,1,1489,100,1181
231,4,4,85,9,60,6,25,1,1325,100,1293
231,4,5,86,7,40,4,75,2,2126,50,460
231,4,6,87,9,60,7,40,1,1318,92.5,1034
231,4,7,88,3,60,7,10,1,2098,23.75,1091
231,4,8,89,9,25,7,40,2,2015,83.75,1357
231,4,9,90,3,60,6,25,2,2581,33.75,1308
231,4,10,91,7,10,6,25,2,1567,73.75,1319
231,4,11,92,7,40,9,60,2,954,77.5,1013
231,4,12,93,1,75,4,10,2,1910,7.5,1043
231,4,13,94,9,25,3,60,1,1383,32.5,785
231,4,14,95,3,90,4,75,1,1305,21.25,1181
231,4,15,96,9,60,4,75,1,1230,93.75,1005
231,4,16,97,3,60,9,25,2,1647,60,789
231,4,17,98,4,75,6,90,2,1134,73.75,1001
231,4,18,99,9,25,7,10,1,1545,100,1409
231,4,19,100,1,75,9,25,2,2385,50,417
231,4,20,101,1,40,9,60,2,1210,90,1610
231,4,21,102,4,10,3,90,2,2008,40,1131
231,4,22,103,4,75,7,10,2,2385,27.5,853
231,4,23,104,6,90,1,75,1,1269,92.5,1584
231,4,24,105,6,25,3,60,2,1897,50,736
231,4,25,106,9,25,1,75,1,1369,86.25,949
231,4,26,107,4,10,1,40,1,1494,70,1109
231,4,27,108,6,25,3,90,1,2726,22.5,1783
232,1,1,1,7,40,9,25,1,8819,80,1967
232,1,2,2,9,60,7,10,1,2259,100,2131
232,1,3,3,9,60,4,75,1,3137,100,1759
232,1,4,4,9,25,1,40,1,2581,100,1077
232,1,5,5,1,75,9,60,2,2237,100,1085
232,1,6,6,1,40,6,25,2,2264,100,1278
232,1,7,7,7,40,3,60,2,4986,76.25,1000
232,1,8,8,7,40,1,75,1,2370,80,1145
232,1,9,9,3,60,6,25,1,3005,61.25,973
232,1,10,10,1,40,4,75,2,5097,100,1938
232,1,11,11,4,75,9,60,2,1346,100,1196
232,1,12,12,9,25,4,75,2,3946,100,1499
232,1,13,13,6,25,1,40,1,4680,98.75,1301
232,1,14,14,6,90,3,60,1,5648,100,1186
232,1,15,15,7,10,9,25,2,1923,100,1018
232,1,16,16,9,60,4,10,1,1301,100,1033
232,1,17,17,7,40,3,90,2,11077,78.75,1316
232,1,18,18,4,75,7,10,1,3262,85,762
232,1,19,19,7,10,6,90,2,1992,100,1112
232,1,20,20,1,40,4,10,1,4154,96.25,1056
232,1,21,21,4,10,9,60,2,869,91.25,1152
232,1,22,22,3,90,1,75,1,1809,100,1078
232,1,23,23,4,10,3,90,2,2029,98.75,942
232,1,24,24,9,25,4,10,1,2802,100,901
232,1,25,25,9,25,1,75,1,2848,100,1081
232,1,26,26,1,75,7,10,2,6771,100,955
232,1,27,27,4,10,1,40,2,14825,36.25,3559
232,2,1,28,6,25,4,75,2,4522,72.5,1800
232,2,2,29,6,25,3,90,2,3716,70,771
232,2,3,30,6,90,9,60,1,3539,81.25,805
232,2,4,31,3,90,4,10,1,5487,78.75,628
232,2,5,32,6,90,4,10,1,3193,86.25,710
232,2,6,33,1,75,7,40,2,10475,91.25,1002
232,2,7,34,9,25,7,40,2,4638,70,1214
232,2,8,35,4,75,6,25,1,3940,83.75,736
232,2,9,36,7,10,6,25,2,4494,80,646
232,2,10,37,7,40,4,75,2,8749,88.75,1460
232,2,11,38,6,25,4,10,1,1680,100,878
232,2,12,39,9,60,7,40,1,1983,100,847
232,2,13,40,6,90,7,10,1,1545,100,695
232,2,14,41,3,60,7,40,2,1347,96.25,604
232,2,15,42,7,10,4,75,2,1672,80,893
232,2,16,43,6,25,7,40,2,1408,100,705
232,2,17,44,3,60,7,10,1,3170,75,486
232,2,18,45,7,10,3,90,2,2042,91.25,762
232,2,19,46,4,75,1,40,1,2044,100,864
232,2,20,47,4,10,7,40,2,1079,100,961
232,2,21,48,3,60,9,25,2,9810,76.25,615
232,2,22,49,6,25,7,10,1,3182,86.25,710
232,2,23,50,1,75,9,25,2,2953,100,784
232,2,24,51,6,90,4,75,1,2130,100,943
232,2,25,52,7,10,1,75,2,3976,96.25,870
232,2,26,53,7,10,9,60,2,1997,100,941
232,2,27,54,4,10,3,60,2,2133,97.5,906
232,3,1,55,6,25,9,60,2,1420,93.75,840
232,3,2,56,4,10,1,75,2,5208,100,889
232,3,3,57,7,40,6,25,1,3450,100,791
232,3,4,58,3,90,7,10,1,2250,98.75,619
232,3,5,59,9,60,1,75,1,1225,100,729
232,3,6,60,4,75,3,60,1,2088,100,914
232,3,7,61,6,90,7,40,1,2016,100,905
232,3,8,62,6,90,1,40,1,1049,100,934
232,3,9,63,6,25,1,75,1,7631,82.5,659
232,3,10,64,3,60,4,75,2,1422,100,930
232,3,11,65,3,60,1,40,1,1360,100,641
232,3,12,66,7,10,3,60,2,2163,100,1013
232,3,13,67,6,90,1,75,1,1768,100,1011
232,3,14,68,6,90,9,25,1,2722,100,903
232,3,15,69,9,60,6,90,2,2298,100,1123
232,3,16,70,3,90,1,40,1,1252,98.75,705
232,3,17,71,7,40,9,60,2,750,100,829
232,3,18,72,9,25,3,90,2,12330,96.25,1464
232,3,19,73,9,25,3,60,1,8885,95,983
232,3,20,74,1,40,3,60,2,1371,97.5,613
232,3,21,75,4,10,6,90,2,1087,100,750
232,3,22,76,1,40,7,10,2,233,100,1203
232,3,23,77,1,75,4,10,1,11470,98.75,862
232,3,24,78,1,40,9,60,2,6453,98.75,982
232,3,25,79,3,90,9,60,2,2062,100,1111
232,3,26,80,1,40,3,90,2,5548,100,916
232,3,27,81,4,10,9,25,2,878,100,1360
232,4,1,82,4,75,9,25,1,4202,100,1171
232,4,2,83,1,75,6,90,2,940,100,1546
232,4,3,84,3,60,1,75,1,1137,100,806
232,4,4,85,4,75,3,90,2,1967,100,871
232,4,5,86,1,75,3,60,2,5672,100,841
232,4,6,87,1,75,6,25,2,3419,96.25,972
232,4,7,88,9,25,7,10,1,1592,100,781
232,4,8,89,3,90,4,75,1,2250,93.75,672
232,4,9,90,7,10,1,40,1,6513,100,1274
232,4,10,91,3,60,6,90,2,11993,92.5,824
232,4,11,92,9,60,3,90,2,4408,76.25,1904
232,4,12,93,9,60,6,25,1,2593,95,579
232,4,13,94,3,60,4,10,1,3363,100,897
232,4,14,95,4,10,6,25,2,1201,100,885
232,4,15,96,4,75,7,40,1,3533,100,674
232,4,16,97,1,40,6,90,2,531,100,805
232,4,17,98,1,40,9,25,2,224,100,1228
232,4,18,99,4,75,6,90,2,2820,100,1117
232,4,19,100,3,90,9,25,1,5891,100,724
232,4,20,101,7,40,6,90,2,1335,100,808
232,4,21,102,7,40,4,10,1,1159,100,839
232,4,22,103,9,60,1,40,1,969,100,696
232,4,23,104,6,25,3,60,2,6478,85,575
232,4,24,105,3,90,7,40,2,8706,97.5,784
232,4,25,106,1,75,3,90,2,2390,100,803
232,4,26,107,3,90,6,25,1,1380,98.75,825
232,4,27,108,9,25,6,90,2,891,100,796
233,1,1,1,4,75,6,25,1,1669,80,1279
233,1,2,2,7,10,9,25,2,1366,100,1171
233,1,3,3,4,10,6,25,2,1682,100,1277
233,1,4,4,4,75,6,90,2,1675,100,1665
233,1,5,5,3,90,7,10,1,2285,36.25,786
233,1,6,6,7,10,9,60,2,1345,100,1927
233,1,7,7,1,40,6,25,2,2494,35,681
233,1,8,8,4,10,7,40,2,924,100,1297
233,1,9,9,9,60,6,25,1,949,100,1124
233,1,10,10,3,60,1,75,1,1060,61.25,1114
233,1,11,11,3,90,9,25,2,2314,30,825
233,1,12,12,4,75,3,90,2,1581,73.75,1211
233,1,13,13,9,60,7,10,1,1165,100,1294
233,1,14,14,4,10,3,90,2,1376,83.75,822
233,1,15,15,9,25,3,90,1,3013,40,886
233,1,16,16,3,60,6,25,1,2491,57.5,661
233,1,17,17,6,90,4,75,1,1620,100,1219
233,1,18,18,1,75,6,90,2,1517,100,1091
233,1,19,19,4,75,3,60,1,1339,40,1059
233,1,20,20,7,40,3,90,2,1220,21.25,887
233,1,21,21,1,75,4,10,1,1307,58.75,778
233,1,22,22,7,10,3,60,2,1140,62.5,1458
233,1,23,23,9,25,1,75,1,1980,83.75,1470
233,1,24,24,4,75,9,60,2,2773,75,834
233,1,25,25,1,40,9,60,2,1220,100,1288
233,1,26,26,9,25,4,75,2,1585,13.75,858
233,1,27,27,9,25,7,10,1,1310,100,1197
233,2,1,28,3,90,4,10,1,1066,95,1383
233,2,2,29,7,40,1,75,1,1250,60,726
233,2,3,30,6,25,9,60,2,854,100,1223
233,2,4,31,3,90,1,40,1,1199,100,1292
233,2,5,32,3,60,7,10,1,1532,31.25,658
233,2,6,33,7,40,6,90,2,2336,81.25,1152
233,2,7,34,7,10,3,90,2,1412,26.25,929
233,2,8,35,1,75,7,40,2,1439,61.25,859
233,2,9,36,1,40,3,90,2,1284,100,1213
233,2,10,37,6,25,4,75,2,1175,78.75,846
233,2,11,38,3,60,7,40,2,2213,67.5,626
233,2,12,39,7,10,4,75,2,1424,65,694
233,2,13,40,7,10,6,25,2,1565,40,1323
233,2,14,41,4,10,3,60,2,1027,71.25,852
233,2,15,42,3,60,9,25,2,2513,58.75,812
233,2,16,43,6,90,1,75,1,1609,100,1316
233,2,17,44,3,90,7,40,1,3571,72.5,1626
233,2,18,45,6,90,1,40,1,908,100,1266
233,2,19,46,1,75,3,60,2,1063,67.5,995
233,2,20,47,6,25,1,40,1,1528,16.25,1101
233,2,21,48,4,10,9,60,2,761,100,1377
233,2,22,49,4,10,9,25,2,1042,36.25,877
233,2,23,50,3,90,9,60,2,1385,61.25,1239
233,2,24,51,6,90,7,40,1,1592,88.75,956
233,2,25,52,7,40,9,25,1,1641,60,699
233,2,26,53,1,40,4,75,2,1140,100,1259
233,2,27,54,6,90,9,60,1,1768,73.75,685
233,3,1,55,1,75,7,10,1,1162,1.25,1310
233,3,2,56,9,60,4,75,1,1078,100,2364
233,3,3,57,9,60,4,10,1,945,100,1167
233,3,4,58,1,40,9,25,2,1277,78.75,851
233,3,5,59,9,25,6,90,2,1874,72.5,848
233,3,6,60,3,60,4,10,1,1541,70,698
233,3,7,61,6,90,7,10,1,1387,90,1019
233,3,8,62,4,10,6,90,2,829,100,1126
233,3,9,63,3,60,1,40,1,768,65,1974
233,3,10,64,7,10,1,40,2,2802,0,2366
233,3,11,65,6,25,4,10,1,1401,100,1023
233,3,12,66,9,25,3,60,1,3709,40,1245
233,3,13,67,4,10,1,40,2,1721,60,752
233,3,14,68,9,25,7,40,2,1719,76.25,1106
233,3,15,69,6,90,9,25,1,1553,95,1269
233,3,16,70,1,75,9,25,2,1898,40,2140
233,3,17,71,1,75,3,90,2,1283,61.25,832
233,3,18,72,4,75,1,40,1,943,100,1288
233,3,19,73,3,90,1,75,1,914,100,2551
233,3,20,74,9,25,1,40,1,1635,68.75,792
233,3,21,75,6,25,7,40,2,1670,100,1330
233,3,22,76,9,60,1,40,1,677,100,1447
233,3,23,77,7,10,6,90,2,1309,100,1413
233,3,24,78,1,75,9,60,2,947,72.5,809
233,3,25,79,6,25,7,10,1,1519,88.75,955
233,3,26,80,7,40,9,60,2,941,100,1183
233,3,27,81,7,40,6,25,1,1942,100,1032
233,4,1,82,6,25,1,75,1,2187,58.75,668
233,4,2,83,3,60,6,90,2,1164,100,1110
233,4,3,84,7,40,4,10,1,1217,100,1324
233,4,4,85,7,10,1,75,2,2869,0,1171
233,4,5,86,9,60,7,40,1,967,100,1609
233,4,6,87,6,25,3,90,2,2220,27.5,706
233,4,7,88,9,60,1,75,1,1348,67.5,1693
233,4,8,89,9,60,3,90,1,1668,60,1150
233,4,9,90,9,25,4,10,1,1129,78.75,1161
233,4,10,91,1,40,6,90,2,1182,100,1175
233,4,11,92,4,75,9,25,1,2810,17.5,1045
233,4,12,93,7,40,4,75,1,1874,58.75,1036
233,4,13,94,1,75,6,25,2,1164,3.75,1246
233,4,14,95,9,60,6,90,1,810,0,1530
233,4,15,96,4,75,7,40,1,2963,25,1341
233,4,16,97,6,90,3,60,1,1497,100,875
233,4,17,98,1,40,4,10,2,2324,10,926
233,4,18,99,3,60,4,75,2,1013,100,1259
233,4,19,100,1,40,3,60,2,1073,100,1055
233,4,20,101,3,90,4,75,1,2048,63.75,703
233,4,21,102,7,40,3,60,1,1667,41.25,1921
233,4,22,103,6,25,3,60,2,1475,58.75,679
233,4,23,104,4,10,1,75,2,1808,30,682
233,4,24,105,1,40,7,10,2,1468,5,940
233,4,25,106,6,90,4,10,1,1107,100,1124
233,4,26,107,3,90,6,25,1,1408,17.5,795
233,4,27,108,4,75,7,10,1,1354,42.5,734
234,1,1,1,1,75,9,60,1,1589,82.5,1854
234,1,2,2,3,60,4,10,1,1418,50,447
234,1,3,3,6,90,7,10,1,963,88.75,1322
234,1,4,4,9,25,4,75,2,833,78.75,1018
234,1,5,5,3,60,1,40,1,534,83.75,1430
234,1,6,6,9,60,1,75,1,1394,81.25,1024
234,1,7,7,4,10,9,60,2,628,62.5,1099
234,1,8,8,6,90,1,75,1,760,91.25,1734
234,1,9,9,9,25,3,90,2,703,50,372
234,1,10,10,6,25,1,75,2,702,80,980
234,1,11,11,1,40,9,60,2,580,85,1200
234,1,12,12,3,90,9,60,1,728,77.5,1239
234,1,13,13,9,25,7,10,1,1043,82.5,1274
234,1,14,14,3,60,6,90,2,601,81.25,1317
234,1,15,15,6,25,1,40,2,1396,86.25,1189
234,1,16,16,9,60,6,90,2,675,90,1324
234,1,17,17,4,75,1,40,1,649,88.75,1226
234,1,18,18,7,10,6,90,2,589,93.75,1534
234,1,19,19,4,75,6,90,2,641,87.5,1343
234,1,20,20,3,90,7,40,1,754,88.75,1329
234,1,21,21,7,40,4,75,1,803,88.75,1275
234,1,22,22,3,90,4,75,1,569,97.5,1096
234,1,23,23,1,40,3,60,2,593,83.75,1274
234,1,24,24,4,10,1,75,2,990,83.75,1227
234,1,25,25,9,25,6,90,2,622,83.75,1090
234,1,26,26,6,25,7,40,1,808,82.5,2648
234,1,27,27,3,90,1,40,1,6065,50,6016
234,2,1,28,3,60,4,75,2,801,78.75,1276
234,2,2,29,1,75,3,60,2,733,92.5,1116
234,2,3,30,3,90,6,25,1,804,85,913
234,2,4,31,9,25,1,40,1,1221,87.5,874
234,2,5,32,9,60,4,10,1,673,87.5,867
234,2,6,33,9,60,6,25,1,575,82.5,808
234,2,7,34,9,25,7,40,2,667,83.75,799
234,2,8,35,3,60,1,75,1,635,88.75,832
234,2,9,36,1,75,4,10,1,980,88.75,651
234,2,10,37,9,60,3,90,2,551,85,958
234,2,11,38,4,10,1,40,2,610,88.75,971
234,2,12,39,9,60,7,40,1,1472,50,554
234,2,13,40,4,75,6,25,1,922,85,830
234,2,14,41,7,10,4,75,2,660,86.25,1072
234,2,15,42,1,40,6,90,2,834,86.25,983
234,2,16,43,4,75,9,60,2,681,88.75,916
234,2,17,44,7,40,9,60,2,734,87.5,899
234,2,18,45,7,10,9,60,2,598,92.5,832
234,2,19,46,6,90,9,60,1,755,87.5,946
234,2,20,47,1,75,7,10,1,1010,88.75,851
234,2,21,48,4,10,7,40,2,671,88.75,812
234,2,22,49,9,25,4,10,1,767,90,708
234,2,23,50,3,60,6,25,1,1022,82.5,625
234,2,24,51,4,10,9,25,2,713,71.25,879
234,2,25,52,1,75,9,25,1,685,73.75,675
234,2,26,53,1,40,9,25,1,1145,50,0
234,2,27,54,4,10,3,90,2,1079,26.25,614
234,3,1,55,6,25,3,60,2,602,71.25,664
234,3,2,56,1,40,6,25,1,1010,73.75,714
234,3,3,57,7,10,1,75,2,688,78.75,863
234,3,4,58,7,10,3,60,2,582,78.75,877
234,3,5,59,7,10,9,25,2,1483,78.75,616
234,3,6,60,7,40,3,90,2,819,28.75,555
234,3,7,61,6,90,7,40,2,576,18.75,1293
234,3,8,62,1,40,4,75,2,742,76.25,732
234,3,9,63,7,40,1,75,1,480,50,21
234,3,10,64,6,90,3,60,1,830,50,0
234,3,11,65,6,90,1,40,1,859,50,0
234,3,12,66,9,25,3,60,2,639,73.75,886
234,3,13,67,7,40,6,90,2,784,50,560
234,3,14,68,6,90,4,10,1,772,77.5,789
234,3,15,69,3,90,7,10,2,589,50,0
234,3,16,70,7,10,3,90,2,997,22.5,886
234,3,17,71,1,75,6,25,2,621,50,0
234,3,18,72,3,90,4,10,1,1093,73.75,1115
234,3,19,73,4,75,3,60,2,1423,28.75,694
234,3,20,74,3,60,7,10,2,688,21.25,1255
234,3,21,75,3,90,9,25,1,603,83.75,914
234,3,22,76,4,75,7,10,2,421,20,1110
234,3,23,77,4,10,6,90,2,693,82.5,882
234,3,24,78,9,60,4,75,2,1300,22.5,712
234,3,25,79,6,90,9,25,2,489,81.25,1108
234,3,26,80,4,10,6,25,1,798,77.5,735
234,3,27,81,4,10,3,60,1,617,73.75,696
234,4,1,82,6,25,4,10,2,692,21.25,661
234,4,2,83,7,40,3,60,2,579,76.25,751
234,4,3,84,1,75,6,90,2,1094,77.5,799
234,4,4,85,9,25,1,75,2,978,83.75,2126
234,4,5,86,7,40,4,10,1,1108,25,1344
234,4,6,87,6,25,9,60,2,667,76.25,857
234,4,7,88,7,10,6,25,2,824,77.5,1157
234,4,8,89,4,75,7,40,1,741,77.5,786
234,4,9,90,9,60,7,10,1,1522,50,640
234,4,10,91,4,75,3,90,2,1132,81.25,861
234,4,11,92,1,40,7,10,1,726,75,1242
234,4,12,93,1,40,4,10,1,1039,78.75,836
234,4,13,94,6,90,4,75,1,615,71.25,1151
234,4,14,95,3,60,9,25,1,948,70,820
234,4,15,96,6,25,3,90,2,981,71.25,850
234,4,16,97,3,60,7,40,1,1041,62.5,742
234,4,17,98,4,75,9,25,1,864,71.25,984
234,4,18,99,7,40,9,25,1,1188,70,999
234,4,19,100,7,40,6,25,1,1076,66.25,1359
234,4,20,101,1,75,3,90,2,1198,82.5,1164
234,4,21,102,6,25,7,10,1,1054,83.75,914
234,4,22,103,1,75,7,40,1,1183,86.25,597
234,4,23,104,7,10,1,40,2,668,50,429
234,4,24,105,3,90,1,75,1,725,85,909
234,4,25,106,6,25,4,75,2,1174,81.25,685
234,4,26,107,9,60,1,40,1,670,80,890
234,4,27,108,1,40,3,90,1,945,82.5,697
235,1,1,1,1,40,3,90,2,3207,92.5,1796
235,1,2,2,3,60,4,10,1,1702,72.5,967
235,1,3,3,6,90,4,75,1,867,100,1051
235,1,4,4,1,40,6,90,2,849,100,1722
235,1,5,5,9,25,3,60,2,2018,85,1520
235,1,6,6,6,90,1,75,1,1481,100,921
235,1,7,7,4,10,1,40,2,3091,90,1151
235,1,8,8,7,10,9,60,2,2316,93.75,1106
235,1,9,9,7,40,9,25,1,1160,95,1025
235,1,10,10,6,90,9,25,1,802,100,1133
235,1,11,11,1,40,7,10,2,2375,62.5,947
235,1,12,12,7,40,4,10,1,1192,78.75,875
235,1,13,13,7,10,6,25,2,1775,92.5,1062
235,1,14,14,4,75,6,25,1,805,86.25,795
235,1,15,15,6,25,9,60,2,1616,87.5,1036
235,1,16,16,1,40,3,60,2,925,83.75,775
235,1,17,17,9,25,6,90,2,1068,100,1517
235,1,18,18,7,40,6,25,1,877,83.75,824
235,1,19,19,6,90,1,40,1,813,100,786
235,1,20,20,1,75,7,40,1,593,90,961
235,1,21,21,4,10,3,60,2,2243,85,1212
235,1,22,22,4,75,6,90,2,3150,100,1076
235,1,23,23,9,25,3,90,2,887,78.75,896
235,1,24,24,9,60,6,25,1,1117,93.75,985
235,1,25,25,3,60,1,40,1,682,82.5,768
235,1,26,26,4,10,7,40,2,708,100,1026
235,1,27,27,3,90,7,10,1,641,83.75,943
235,2,1,28,1,75,9,25,1,844,30,908
235,2,2,29,9,25,4,75,2,1031,92.5,870
235,2,3,30,3,60,1,75,2,860,50,373
235,2,4,31,6,25,3,90,2,727,81.25,772
235,2,5,32,3,90,7,40,1,599,93.75,1085
235,2,6,33,7,10,3,60,2,2231,65,573
235,2,7,34,9,25,7,10,1,941,97.5,1260
235,2,8,35,1,75,3,60,1,1499,90,849
235,2,9,36,4,10,3,90,2,758,100,854
235,2,10,37,3,60,7,40,1,913,66.25,749
235,2,11,38,6,25,4,10,1,701,81.25,798
235,2,12,39,1,75,6,25,1,741,31.25,609
235,2,13,40,6,90,4,10,1,667,100,1049
235,2,14,41,6,90,9,60,1,924,78.75,829
235,2,15,42,1,40,4,10,2,534,41.25,1033
235,2,16,43,6,90,3,60,1,561,92.5,921
235,2,17,44,6,90,7,10,1,474,88.75,826
235,2,18,45,3,90,1,40,1,538,86.25,845
235,2,19,46,1,40,9,60,2,614,100,1271
235,2,20,47,3,90,9,60,1,548,98.75,1369
235,2,21,48,1,40,6,25,1,793,33.75,970
235,2,22,49,4,10,6,25,2,1009,90,886
235,2,23,50,1,75,9,60,1,453,36.25,476
235,2,24,51,4,75,7,10,1,542,90,901
235,2,25,52,9,60,1,75,2,633,95,911
235,2,26,53,6,25,4,75,2,751,93.75,1027
235,2,27,54,3,60,6,25,1,821,96.25,943
235,3,1,55,6,25,1,75,2,792,50,193
235,3,2,56,4,75,3,90,2,725,85,852
235,3,3,57,1,40,9,25,1,754,33.75,607
235,3,4,58,7,10,4,75,2,704,92.5,774
235,3,5,59,9,60,6,90,2,621,100,944
235,3,6,60,9,60,7,10,1,882,98.75,1135
235,3,7,61,7,10,3,90,2,603,96.25,696
235,3,8,62,7,40,9,60,2,707,72.5,675
235,3,9,63,3,90,6,25,1,610,97.5,725
235,3,10,64,7,10,1,40,2,509,58.75,990
235,3,11,65,1,75,6,90,2,909,95,825
235,3,12,66,3,90,4,75,1,594,93.75,721
235,3,13,67,3,60,9,25,1,690,88.75,726
